Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure (In Months),Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,event_timestamp
62314,30,Male,22,Media,5871,Good,Low,Average,1,No,3.0,High School,Married,0,Mid,Large,40.0,No,No,Yes,Poor,Low,Left,2026-07-29 14:25:14.391678
36628,54,Male,41,Education,5276,Fair,High,Average,2,No,74.0,Bachelor's Degree,Married,1,Entry,Small,51.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
15413,19,Male,7,Technology,9288,Fair,High,Average,2,No,2.0,Bachelor's Degree,Married,2,Mid,Small,53.0,No,No,No,Fair,High,Left,2026-07-29 14:25:14.391678
36727,31,Male,11,Technology,10475,Good,High,High,1,No,62.0,High School,Married,2,Mid,Large,63.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
20320,26,Male,8,Healthcare,7385,Good,High,Average,0,Yes,34.0,Associate Degree,Married,4,Entry,Small,19.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
10283,34,Male,22,Healthcare,9016,Fair,High,Average,0,No,57.0,Associate Degree,Married,1,Senior,Medium,82.0,Yes,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
24867,40,Male,15,Healthcare,8371,Good,High,Average,1,No,16.0,High School,Married,4,Entry,Medium,77.0,No,No,No,Good,Very High,Left,2026-07-29 14:25:14.391678
10615,30,Male,17,Technology,13303,Fair,High,Low,1,No,72.0,Associate Degree,Married,1,Senior,Medium,47.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
66113,50,Female,2,Education,4422,Excellent,High,High,0,Yes,57.0,Bachelor's Degree,Single,3,Mid,Small,29.0,Yes,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
33309,55,Male,36,Finance,5710,Good,Low,Average,0,No,10.0,Associate Degree,Single,0,Entry,Large,56.0,Yes,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
1750,45,Female,29,Technology,9849,Good,Medium,Average,1,No,84.0,Associate Degree,Married,4,Entry,Medium,43.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
25166,52,Female,14,Finance,8219,Fair,High,Below Average,1,No,36.0,Master's Degree,Married,2,Mid,Small,71.0,No,No,No,Fair,Very High,Stayed,2026-07-29 14:25:14.391678
72351,46,Female,24,Technology,5717,Fair,Very High,High,2,Yes,79.0,Associate Degree,Single,0,Entry,Medium,95.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
34132,50,Male,6,Education,5881,Good,Low,High,0,No,39.0,Associate Degree,Divorced,4,Senior,Medium,60.0,No,No,Yes,Poor,High,Stayed,2026-07-29 14:25:14.391678
40252,29,Male,2,Education,3565,Good,High,Below Average,0,No,42.0,High School,Divorced,2,Mid,Large,55.0,No,No,No,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
12428,54,Male,10,Technology,8919,Good,High,High,0,No,31.0,Associate Degree,Married,0,Entry,Large,61.0,No,No,No,Excellent,Low,Left,2026-07-29 14:25:14.391678
26136,23,Female,15,Finance,6604,Good,Very High,High,1,Yes,19.0,PhD,Married,4,Senior,Medium,32.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
10842,48,Male,15,Healthcare,8442,Excellent,High,Average,0,No,42.0,Master's Degree,Married,2,Mid,Large,69.0,Yes,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
46151,43,Male,18,Education,5203,Excellent,Very High,Below Average,0,No,63.0,Bachelor's Degree,Married,5,Mid,Small,91.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
39433,47,Male,9,Technology,10362,Good,High,Average,1,Yes,47.0,Bachelor's Degree,Divorced,0,Senior,Medium,28.0,No,No,No,Fair,Medium,Stayed,2026-07-29 14:25:14.391678
13135,50,Female,21,Technology,12014,Good,Low,Average,3,Yes,48.0,High School,Married,0,Mid,Small,54.0,Yes,No,No,Poor,High,Stayed,2026-07-29 14:25:14.391678
47817,47,Male,18,Finance,5956,Good,High,Average,2,No,1.0,Bachelor's Degree,Married,0,Senior,Large,24.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
43070,53,Female,14,Media,6060,Fair,Medium,Average,2,No,29.0,Master's Degree,Single,1,Entry,Medium,56.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
41516,29,Male,7,Finance,6921,Excellent,Medium,Average,1,No,74.0,Master's Degree,Married,2,Entry,Medium,23.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
65373,33,Female,25,Media,5058,Fair,Low,Average,0,No,6.0,High School,Married,0,Entry,Small,83.0,No,Yes,No,Poor,Low,Left,2026-07-29 14:25:14.391678
49940,37,Female,17,Technology,11050,Excellent,High,Average,1,Yes,6.0,Associate Degree,Single,4,Senior,Small,56.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
69657,20,Female,1,Education,3461,Fair,High,Average,0,No,8.0,High School,Married,0,Entry,Large,35.0,Yes,No,No,Good,Very High,Stayed,2026-07-29 14:25:14.391678
55647,42,Male,12,Education,4986,Poor,High,Average,1,Yes,44.0,Master's Degree,Single,1,Entry,Large,68.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
16266,34,Male,12,Education,3515,Fair,Medium,Average,1,No,34.0,High School,Married,1,Senior,Medium,27.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
976,56,Male,45,Healthcare,9780,Good,High,Average,0,No,75.0,Bachelor's Degree,Single,0,Mid,Small,88.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
53378,58,Female,4,Technology,7225,Good,Medium,High,0,No,96.0,High School,Married,4,Senior,Small,16.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
47669,32,Male,20,Education,4858,Fair,High,Average,1,Yes,82.0,Master's Degree,Single,1,Mid,Medium,96.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
45722,58,Female,18,Media,5452,Fair,High,Below Average,0,No,94.0,High School,Married,1,Entry,Small,70.0,No,No,Yes,Fair,Low,Left,2026-07-29 14:25:14.391678
30580,36,Male,24,Finance,10684,Good,High,Average,0,No,87.0,Bachelor's Degree,Married,0,Entry,Medium,32.0,No,No,No,Fair,High,Left,2026-07-29 14:25:14.391678
5120,51,Male,22,Healthcare,6862,Excellent,High,Average,2,Yes,69.0,Master's Degree,Married,3,Entry,Large,94.0,No,No,No,Good,High,Left,2026-07-29 14:25:14.391678
7819,43,Male,29,Education,4874,Fair,Very High,Average,0,Yes,89.0,Bachelor's Degree,Married,3,Entry,Large,67.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
63913,55,Male,27,Technology,8868,Fair,Medium,High,0,No,47.0,Associate Degree,Single,4,Entry,Large,40.0,No,No,Yes,Good,Medium,Stayed,2026-07-29 14:25:14.391678
30284,52,Male,25,Media,6475,Fair,High,Average,0,Yes,30.0,Bachelor's Degree,Divorced,2,Entry,Small,104.0,No,No,Yes,Good,High,Stayed,2026-07-29 14:25:14.391678
66975,20,Male,11,Media,5495,Good,Very High,Average,2,No,18.0,High School,Married,1,Entry,Large,65.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
18009,48,Male,24,Healthcare,8446,Good,Low,Average,1,No,79.0,Bachelor's Degree,Single,0,Senior,Medium,88.0,Yes,No,Yes,Fair,Low,Stayed,2026-07-29 14:25:14.391678
57329,19,Female,7,Education,5819,Poor,Very High,Average,0,Yes,42.0,Associate Degree,Single,3,Entry,Medium,61.0,Yes,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
15347,52,Male,1,Technology,8485,Fair,High,Average,0,No,38.0,Associate Degree,Married,0,Senior,Small,71.0,No,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
37717,36,Male,6,Finance,6626,Good,Medium,Average,0,Yes,29.0,Associate Degree,Single,0,Mid,Small,52.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
35959,39,Female,27,Technology,11190,Excellent,Medium,Low,1,No,29.0,Master's Degree,Married,5,Senior,Large,74.0,No,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
2633,30,Female,8,Technology,7959,Good,High,High,2,No,54.0,Bachelor's Degree,Married,0,Senior,Large,28.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
361,45,Female,25,Finance,9430,Excellent,Medium,Average,1,No,18.0,High School,Married,1,Entry,Small,93.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
53892,30,Female,11,Technology,7096,Poor,Very High,High,0,No,61.0,Associate Degree,Divorced,0,Senior,Medium,67.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
74275,29,Male,3,Media,6167,Good,Very High,Low,1,No,41.0,High School,Married,1,Entry,Medium,66.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
19229,31,Male,4,Education,3447,Excellent,Medium,Average,0,No,59.0,High School,Married,3,Mid,Medium,57.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
20127,32,Male,20,Education,5259,Excellent,High,Average,2,Yes,97.0,High School,Single,3,Senior,Small,91.0,Yes,No,Yes,Excellent,Very High,Stayed,2026-07-29 14:25:14.391678
48107,28,Male,14,Healthcare,8632,Good,Very High,Average,1,Yes,51.0,PhD,Single,3,Entry,Large,40.0,Yes,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
41319,23,Female,7,Education,4114,Fair,High,Average,4,No,48.0,High School,Married,0,Entry,Small,63.0,Yes,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
15794,51,Male,11,Technology,10686,Poor,Medium,Average,2,No,23.0,Associate Degree,Single,5,Entry,Medium,51.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
31812,52,Female,33,Media,6330,Good,High,Below Average,0,No,9.0,Bachelor's Degree,Married,1,Entry,Medium,43.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
54567,22,Female,12,Education,3784,Excellent,Medium,Average,0,No,39.0,Bachelor's Degree,Married,0,Entry,Medium,60.0,No,No,No,Excellent,Medium,Stayed,2026-07-29 14:25:14.391678
53184,40,Male,26,Technology,5212,Fair,Low,High,0,No,51.0,Associate Degree,Married,5,Entry,Medium,75.0,No,No,Yes,Poor,Low,Stayed,2026-07-29 14:25:14.391678
43336,35,Female,21,Finance,6989,Fair,High,High,3,No,3.0,Master's Degree,Married,1,Senior,Small,50.0,No,Yes,Yes,Good,Low,Stayed,2026-07-29 14:25:14.391678
50294,27,Female,18,Education,4295,Fair,High,High,2,No,6.0,High School,Single,0,Mid,Small,87.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
3671,51,Male,41,Media,6175,Fair,Low,Average,1,No,25.0,Associate Degree,Married,1,Mid,Small,60.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
71899,36,Male,14,Healthcare,8063,Good,Very High,Average,0,No,36.0,Bachelor's Degree,Married,2,Entry,Medium,73.0,Yes,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
59627,44,Female,33,Education,5069,Fair,Very High,High,2,No,39.0,Bachelor's Degree,Single,1,Entry,Large,77.0,No,No,No,Excellent,High,Left,2026-07-29 14:25:14.391678
7040,55,Female,25,Education,2689,Fair,High,Average,2,No,52.0,High School,Single,5,Senior,Medium,32.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
17112,41,Male,33,Media,5925,Fair,High,Average,1,No,38.0,High School,Divorced,0,Senior,Small,50.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
42142,23,Female,13,Education,5191,Excellent,Very High,Below Average,0,No,62.0,Master's Degree,Married,0,Entry,Medium,71.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
40835,53,Male,2,Technology,8898,Good,High,Average,0,No,49.0,Associate Degree,Married,1,Senior,Medium,37.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
3897,41,Male,25,Healthcare,6997,Poor,High,Average,1,Yes,73.0,Master's Degree,Single,4,Mid,Medium,33.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
31855,42,Male,26,Education,5441,Excellent,High,Average,1,No,76.0,Bachelor's Degree,Divorced,0,Entry,Medium,61.0,No,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
5910,19,Male,4,Education,4311,Excellent,Very High,Average,0,Yes,11.0,Master's Degree,Married,1,Senior,Medium,79.0,No,No,No,Fair,Medium,Stayed,2026-07-29 14:25:14.391678
48395,46,Male,4,Technology,7935,Excellent,High,Average,2,Yes,77.0,Bachelor's Degree,Single,2,Mid,Medium,39.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
59449,53,Female,29,Education,4963,Fair,High,High,0,No,39.0,Associate Degree,Divorced,2,Senior,Medium,90.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
124,44,Male,10,Technology,9064,Fair,High,Low,0,Yes,38.0,Bachelor's Degree,Married,0,Senior,Medium,61.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
17790,35,Female,23,Healthcare,9428,Fair,Low,High,2,No,14.0,Bachelor's Degree,Single,1,Entry,Large,45.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
55023,45,Male,3,Technology,6873,Fair,High,Average,0,Yes,6.0,Bachelor's Degree,Married,1,Entry,Large,74.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
51583,42,Male,3,Media,6874,Fair,Medium,Average,0,No,12.0,Associate Degree,Single,2,Mid,Medium,50.0,No,No,No,Fair,Very High,Left,2026-07-29 14:25:14.391678
49539,29,Female,9,Education,4616,Fair,Very High,Average,0,No,93.0,Master's Degree,Single,1,Entry,Medium,29.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
39359,23,Male,3,Education,4504,Good,High,Average,1,No,2.0,Bachelor's Degree,Divorced,3,Senior,Medium,11.0,No,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
21095,28,Female,17,Finance,5609,Poor,Very High,Below Average,0,No,49.0,Bachelor's Degree,Single,1,Entry,Large,44.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
55661,44,Female,29,Technology,10857,Good,Medium,Average,0,No,49.0,Master's Degree,Single,1,Entry,Small,68.0,No,No,Yes,Poor,High,Left,2026-07-29 14:25:14.391678
14461,31,Female,16,Healthcare,6964,Good,High,Below Average,0,No,6.0,PhD,Married,0,Senior,Large,63.0,No,No,Yes,Poor,Low,Stayed,2026-07-29 14:25:14.391678
62985,47,Female,33,Healthcare,7385,Excellent,Very High,Below Average,0,Yes,37.0,High School,Married,1,Mid,Small,106.0,No,No,Yes,Fair,Low,Stayed,2026-07-29 14:25:14.391678
11856,34,Female,25,Finance,4443,Excellent,High,Average,1,No,78.0,Master's Degree,Single,0,Senior,Large,68.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
37954,23,Male,2,Media,5865,Fair,Medium,Average,0,No,79.0,Bachelor's Degree,Single,4,Senior,Large,11.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
6097,42,Female,32,Healthcare,8771,Good,Very High,Average,1,No,9.0,Master's Degree,Single,0,Mid,Medium,71.0,Yes,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
34537,21,Male,8,Education,4929,Good,High,Low,0,No,94.0,Associate Degree,Married,0,Senior,Medium,53.0,No,No,Yes,Good,Very High,Left,2026-07-29 14:25:14.391678
56428,24,Male,5,Technology,9000,Good,High,Average,0,Yes,17.0,Master's Degree,Divorced,0,Mid,Medium,58.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
10220,18,Female,4,Finance,5623,Fair,High,High,1,Yes,17.0,High School,Single,0,Mid,Small,34.0,No,No,No,Poor,High,Left,2026-07-29 14:25:14.391678
64460,53,Female,42,Media,6406,Good,Very High,Below Average,0,Yes,13.0,Bachelor's Degree,Single,2,Mid,Medium,92.0,No,No,No,Good,Very High,Left,2026-07-29 14:25:14.391678
65084,42,Female,5,Technology,9591,Fair,Medium,Below Average,0,Yes,57.0,Master's Degree,Married,1,Senior,Medium,79.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
42204,22,Male,11,Healthcare,10979,Fair,High,Average,0,No,58.0,Bachelor's Degree,Married,2,Senior,Medium,88.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
1453,55,Male,43,Healthcare,6009,Fair,High,Average,0,No,12.0,Associate Degree,Divorced,1,Entry,Medium,84.0,No,Yes,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
70033,52,Male,7,Education,5196,Excellent,High,High,1,Yes,70.0,PhD,Married,0,Mid,Medium,57.0,No,No,No,Fair,Low,Stayed,2026-07-29 14:25:14.391678
69558,40,Female,29,Finance,9883,Good,Medium,Average,1,Yes,66.0,Bachelor's Degree,Married,1,Entry,Large,31.0,Yes,Yes,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
42711,43,Female,24,Healthcare,8252,Fair,High,Average,1,Yes,65.0,Bachelor's Degree,Single,0,Mid,Medium,98.0,No,Yes,No,Poor,Low,Left,2026-07-29 14:25:14.391678
6383,48,Female,17,Finance,8143,Good,High,Average,0,Yes,2.0,Master's Degree,Single,0,Entry,Medium,51.0,Yes,No,No,Fair,High,Stayed,2026-07-29 14:25:14.391678
9093,36,Male,7,Finance,7904,Excellent,Low,Average,0,Yes,79.0,Associate Degree,Married,0,Senior,Medium,42.0,No,No,No,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
31024,45,Male,17,Education,3667,Good,High,Average,2,No,41.0,High School,Married,1,Entry,Small,60.0,No,No,No,Good,High,Left,2026-07-29 14:25:14.391678
45371,40,Female,20,Finance,6600,Fair,High,Average,0,Yes,47.0,Master's Degree,Divorced,4,Mid,Large,81.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
73106,41,Female,26,Finance,9308,Fair,Medium,Average,0,Yes,65.0,Master's Degree,Single,0,Senior,Medium,91.0,Yes,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
44730,51,Male,16,Healthcare,7057,Fair,Medium,Average,0,No,98.0,PhD,Married,0,Entry,Large,23.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
35575,47,Male,37,Media,5933,Excellent,Medium,High,0,No,97.0,Associate Degree,Married,2,Senior,Medium,113.0,No,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
35450,29,Female,18,Media,6544,Excellent,Low,Average,0,Yes,73.0,Bachelor's Degree,Married,1,Entry,Medium,64.0,No,No,No,Fair,High,Left,2026-07-29 14:25:14.391678
30599,21,Female,5,Media,6173,Poor,Low,Average,0,No,91.0,Associate Degree,Single,2,Mid,Medium,17.0,No,No,No,Poor,Very High,Left,2026-07-29 14:25:14.391678
45696,46,Female,7,Media,5173,Good,High,High,0,No,95.0,High School,Married,0,Entry,Small,74.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
58463,48,Female,21,Technology,8892,Excellent,High,Average,1,No,18.0,Associate Degree,Single,3,Senior,Medium,97.0,No,Yes,No,Poor,Very High,Left,2026-07-29 14:25:14.391678
18756,44,Male,33,Technology,9569,Good,High,Average,2,No,41.0,Associate Degree,Single,1,Senior,Medium,49.0,No,Yes,No,Good,High,Stayed,2026-07-29 14:25:14.391678
58475,36,Female,10,Media,5655,Poor,Low,Below Average,4,No,69.0,Master's Degree,Married,3,Entry,Medium,48.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
53113,41,Female,6,Education,4855,Fair,Medium,Average,2,No,34.0,Associate Degree,Married,4,Entry,Small,63.0,Yes,No,No,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
3315,53,Female,45,Healthcare,7332,Fair,Low,High,0,No,28.0,Bachelor's Degree,Married,3,Senior,Large,89.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
61197,33,Female,12,Technology,9894,Fair,Low,Average,2,No,76.0,Bachelor's Degree,Married,0,Entry,Small,86.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
16946,42,Male,22,Finance,8600,Fair,Low,High,0,Yes,76.0,Master's Degree,Divorced,2,Senior,Medium,88.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
12883,58,Female,30,Finance,9315,Fair,High,Average,0,Yes,59.0,Bachelor's Degree,Single,3,Entry,Large,51.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
43332,33,Male,2,Healthcare,9120,Fair,Very High,Average,0,No,52.0,Associate Degree,Married,0,Senior,Medium,38.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
20979,48,Male,34,Education,4136,Good,Medium,Low,1,No,11.0,Bachelor's Degree,Divorced,0,Mid,Medium,108.0,No,No,No,Excellent,Medium,Stayed,2026-07-29 14:25:14.391678
8397,27,Male,17,Technology,8176,Fair,High,Average,2,Yes,62.0,Master's Degree,Single,3,Mid,Medium,46.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
6547,19,Male,5,Technology,8279,Good,Very High,Average,0,Yes,85.0,Master's Degree,Single,4,Entry,Large,21.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
59462,53,Female,41,Education,4508,Fair,High,High,2,No,83.0,PhD,Married,0,Mid,Medium,56.0,No,No,No,Poor,Medium,Stayed,2026-07-29 14:25:14.391678
20498,36,Male,15,Media,6338,Excellent,Very High,Average,0,No,30.0,PhD,Single,2,Entry,Large,41.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
4034,27,Female,13,Healthcare,6475,Good,Very High,Low,1,No,60.0,Associate Degree,Single,2,Mid,Small,76.0,Yes,No,No,Excellent,Medium,Left,2026-07-29 14:25:14.391678
26448,55,Female,4,Finance,10505,Good,Medium,Average,1,No,37.0,Associate Degree,Married,4,Entry,Medium,41.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
64461,31,Male,6,Finance,11191,Good,High,Average,0,No,4.0,PhD,Single,1,Entry,Medium,61.0,No,No,No,Fair,Medium,Left,2026-07-29 14:25:14.391678
15774,48,Female,36,Technology,10014,Fair,High,Average,0,No,82.0,Bachelor's Degree,Married,2,Senior,Small,73.0,Yes,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
136,54,Female,41,Healthcare,8325,Good,Low,Average,2,Yes,39.0,Master's Degree,Single,2,Entry,Medium,67.0,Yes,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
38846,23,Male,14,Finance,8783,Fair,Medium,Average,0,No,81.0,Master's Degree,Married,3,Mid,Medium,54.0,Yes,No,No,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
24223,33,Female,21,Media,5143,Fair,High,Below Average,1,No,93.0,Bachelor's Degree,Married,0,Senior,Large,46.0,No,Yes,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
73397,28,Female,2,Healthcare,8082,Excellent,High,Average,2,No,7.0,Bachelor's Degree,Single,3,Mid,Medium,28.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
28790,37,Female,1,Media,4621,Fair,Medium,Average,0,Yes,35.0,PhD,Single,0,Entry,Medium,49.0,Yes,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
31797,23,Female,5,Finance,8339,Good,High,High,0,Yes,54.0,PhD,Married,3,Mid,Medium,17.0,No,No,No,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
44765,50,Male,29,Technology,8991,Excellent,Very High,Average,0,No,21.0,Associate Degree,Married,4,Mid,Medium,100.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
38625,49,Male,34,Technology,10338,Fair,Medium,Below Average,2,Yes,35.0,Associate Degree,Married,2,Mid,Large,76.0,No,No,No,Good,Very High,Stayed,2026-07-29 14:25:14.391678
24337,29,Male,20,Education,2988,Good,Medium,High,0,Yes,71.0,Bachelor's Degree,Single,1,Mid,Small,40.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
2945,21,Male,2,Technology,9383,Fair,Low,Average,0,No,17.0,Bachelor's Degree,Married,3,Entry,Small,11.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
29838,40,Female,22,Technology,10630,Poor,Very High,Average,3,Yes,22.0,Bachelor's Degree,Single,1,Mid,Medium,93.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
27945,41,Male,31,Media,5627,Poor,High,High,0,Yes,36.0,Bachelor's Degree,Divorced,0,Senior,Medium,85.0,No,No,No,Poor,Low,Stayed,2026-07-29 14:25:14.391678
32204,45,Male,4,Media,5959,Excellent,Low,Below Average,0,No,15.0,Master's Degree,Married,3,Mid,Small,79.0,Yes,No,No,Poor,Very High,Stayed,2026-07-29 14:25:14.391678
65720,31,Female,21,Technology,10385,Poor,High,High,1,No,52.0,Associate Degree,Single,2,Mid,Small,73.0,No,No,No,Good,Low,Left,2026-07-29 14:25:14.391678
5466,59,Male,15,Finance,8583,Good,High,Average,0,No,4.0,Bachelor's Degree,Married,0,Mid,Small,74.0,No,No,No,Excellent,Low,Stayed,2026-07-29 14:25:14.391678
41725,32,Male,23,Technology,10633,Poor,Low,Low,2,No,50.0,Bachelor's Degree,Single,0,Mid,Medium,68.0,No,No,No,Poor,Low,Left,2026-07-29 14:25:14.391678
10225,20,Female,11,Technology,8726,Good,Very High,Average,1,No,38.0,Bachelor's Degree,Single,5,Entry,Medium,87.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
30890,52,Female,16,Education,5391,Fair,Very High,Low,1,Yes,18.0,Bachelor's Degree,Married,1,Mid,Medium,53.0,No,No,No,Good,Medium,Stayed,2026-07-29 14:25:14.391678
27471,44,Female,23,Education,4877,Excellent,High,Average,2,Yes,19.0,Bachelor's Degree,Married,3,Senior,Medium,87.0,No,No,No,Poor,High,Stayed,2026-07-29 14:25:14.391678
22697,50,Female,36,Finance,6107,Fair,Medium,Average,0,Yes,48.0,Bachelor's Degree,Single,3,Mid,Small,63.0,No,No,No,Poor,Medium,Left,2026-07-29 14:25:14.391678
48710,31,Male,12,Technology,9316,Poor,Medium,Average,1,Yes,46.0,Bachelor's Degree,Single,2,Entry,Large,37.0,No,No,No,Fair,Low,Left,2026-07-29 14:25:14.391678
63306,47,Female,24,Technology,9025,Good,High,Average,0,Yes,99.0,Bachelor's Degree,Married,1,Entry,Large,67.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
59577,48,Female,35,Finance,5886,Excellent,Medium,High,3,Yes,14.0,Bachelor's Degree,Divorced,0,Entry,Large,93.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
69529,48,Male,21,Technology,10505,Good,Low,Below Average,0,Yes,50.0,High School,Married,0,Mid,Small,61.0,No,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
26623,41,Male,1,Education,5644,Good,High,Average,0,Yes,8.0,Bachelor's Degree,Single,0,Entry,Medium,40.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
36006,39,Female,24,Education,4265,Good,High,Average,2,No,95.0,PhD,Divorced,1,Entry,Medium,101.0,No,No,No,Good,High,Stayed,2026-07-29 14:25:14.391678
62239,42,Male,16,Technology,9463,Poor,Medium,Average,0,No,69.0,Master's Degree,Married,1,Mid,Medium,32.0,Yes,No,No,Good,Low,Stayed,2026-07-29 14:25:14.391678
54332,25,Female,4,Technology,8418,Good,Low,Below Average,0,Yes,28.0,PhD,Single,1,Entry,Large,39.0,No,No,No,Good,Medium,Left,2026-07-29 14:25:14.391678
